%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
0.0, -6153.256434590392, -9582.170496245682, -29952.589267800962, -27251.313895143736, -16713.047529822295, 6526.999953627581, 19195.45462077315, 16029.754701823558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662677755692168E9, 0.0, 2022-09-08 18:55:55.692
196.0, -6158.889074193129, -9593.033444050961, -29962.938125483768, -27261.05925572625, -16716.310884512768, 6509.09620631888, 19224.064853675944, 16051.011210800554, -17123.447909766186, -9792.500411570121, -18746.028095010293, -28782.766018243554, 5305.655933100693, -11705.876792177773, -9767.64527173582, -11320.979752657386, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662677755692174E9, 0.0, 2022-09-08 18:55:55.692
198.0, -6154.619891002166, -9594.933342329663, -29956.053788191533, -27253.996104478374, -16716.310884512768, 6518.841566901394, 19176.969728108612, 16021.149280208265, -17121.86093590986, -9792.500411570121, -18754.968792792417, -28789.583300302424, 5295.351778906796, -11719.80192897343, -9786.241923122636, -11334.301392352747, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556921787E9, 0.0, 2022-09-08 18:55:55.692
200.0, -6162.264187605881, -9601.460051710612, -29966.73792204117, -27256.20892717945, -16730.50424224189, 6511.6443051867855, 19213.783051226503, 16051.547652667483, -17113.031996850015, -9790.667568524786, -18752.465397413423, -28788.622175290846, 5292.893087016712, -11712.001170158526, -9772.897931682817, -11326.76885447131, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556921835E9, 0.0, 2022-09-08 18:55:55.692
202.0, -6169.036766175838, -9603.158784289215, -29966.112073196422, -27254.510194600847, -16723.30698052728, 6508.604467940863, 19174.108704818333, 16033.576850125415, -17128.29823831299, -9807.207859421715, -18763.57421440771, -28798.769867273557, 5290.412043382174, -11722.55119354143, -9784.07380391047, -11326.433578304479, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556921883E9, 0.0, 2022-09-08 18:55:55.692
204.0, -6153.926986924051, -9588.09370852634, -29956.277305636086, -27244.116633429127, -16703.25746575087, 6522.484901247609, 19237.498252093585, 16067.17152204174, -17123.224392321634, -9781.637463764842, -18752.353638691144, -28785.291765367005, 5302.2137644545755, -11705.60857124431, -9766.728850213152, -11319.392778801059, 0.138, 0.922, 0.262, 192.0, 2.0, 40.0, 14.0, 104.0, 4.0, 24.0, 0.0, 0.0, 0.0, 1.6626777556921928E9, 0.0, 2022-09-08 18:55:55.692
206.0, -6159.894902693618, -9599.89542959874, -29959.40654985983, -27251.91739224403, -16701.35756747217, 6512.3372092649, 19180.03191709899, 16039.276544961518, -17116.921200385237, -9788.007710934606, -18756.891042815572, -28783.011887432564, 5298.481023130539, -11707.597876500831, -9775.401327061812, -11320.465662534913, 0.138, 0.922, 0.262, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556921976E9, 0.0, 2022-09-08 18:55:55.692
208.0, -6152.630585745644, -9591.37941496127, -29951.784605000572, -27249.056368953752, -16709.270085009346, 6521.635534958307, 19235.531298581518, 16054.855710846867, -17122.710302199164, -9797.954237217216, -18754.789978836772, -28783.07894266593, 5305.09713948931, -11712.60466725882, -9776.921245684773, -11328.691104494466, 0.138, 0.922, 0.262, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.662677755692202E9, 0.0, 2022-09-08 18:55:55.692
210.0, -6169.796725487319, -9605.975104090585, -29960.434730104775, -27256.14187194608, -16715.41681473456, 6515.287639533, 19214.878286704814, 16043.568079896937, -17125.951305145183, -9792.120431914382, -18757.740409104874, -28784.576509544437, 5300.693845831614, -11708.849574190328, -9769.925149670262, -11322.81259570272, 0.138, 0.922, 0.262, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556922069E9, 0.0, 2022-09-08 18:55:55.692
212.0, -6155.335146824736, -9595.670949896688, -29954.869145735403, -27247.71526428643, -16714.075710067238, 6537.840549688405, 19203.791821454983, 16061.427123716729, -17125.77249118954, -9807.721949544186, -18758.85799632764, -28792.578434059436, 5292.535459105427, -11717.3655888278, -9778.999957919117, -11326.701799237944, 0.138, 0.922, 0.262, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556922112E9, 0.0, 2022-09-08 18:55:55.692
214.0, -6160.051364904805, -9593.212258006604, -29952.008122445124, -27248.38581662009, -16732.135919587126, 6504.849374872372, 19190.89486490427, 16043.813949085947, -17129.304066813478, -9788.119469656882, -18755.99697303736, -28788.443361335205, 5292.267238171964, -11707.061434633904, -9772.920283427273, -11312.888421164564, 0.13, 0.926, 0.26, 192.0, 2.0, 8.0, 14.0, 120.0, 4.0, 16.0, 0.0, 0.0, 0.0, 1.662677755692216E9, 0.0, 2022-09-08 18:55:55.692
216.0, -6143.622832730154, -9580.695281111632, -29944.74380549715, -27235.555915302746, -16724.469271238955, 6510.102034819369, 19194.962882395135, 16047.904318321267, -17126.174822589735, -9780.69869049772, -18751.168996235014, -28778.541538541504, 5298.123395219254, -11705.139184610747, -9774.909588683795, -11313.067235120207, 0.13, 0.926, 0.26, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6626777556922204E9, 0.0, 2022-09-08 18:55:55.692
