%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
166.0, -29920.603921485417, -28751.31711379494, -33209.8419320395, -25210.890199052123, -30570.883222923665, -28901.118505134407, -36041.65149231571, -30961.211736346693, -25356.891793834187, -4908.01839924078, -34389.92463230189, -35913.218368675516, -18728.370216890602, -19280.57006365896, -33241.58140916603, -31697.724067893516, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731201819101863E9, 0.0, 2023-01-07 14:36:21.910
168.0, -29910.947967880726, -28752.144128339783, -33195.1344841879, -25245.08836806874, -30565.161176343106, -28920.966854210717, -36035.16948642367, -30999.23205366517, -25323.185363195582, -4955.337042252665, -34378.10055948503, -35964.58267743381, -18716.926123729485, -19273.37280194435, -33241.827278355035, -31732.257513076966, -0.266, 0.886, -0.29, 192.0, 123.5, 88.0, 13.5, 88.0, 123.0, 120.0, 0.0, 0.0, 0.0, 1.673120181910195E9, 0.0, 2023-01-07 14:36:21.910
170.0, -29916.53590399455, -28745.393901514282, -33220.168437977845, -25211.404289174592, -30573.923060169585, -28894.99412715365, -36030.63208229924, -30954.17093684327, -25341.29027620438, -4914.478053388364, -34392.87506256998, -35924.617758347726, -18725.37508313359, -19270.020040276057, -33262.86026988748, -31714.107896579255, -0.266, 0.886, -0.29, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731201819102027E9, 0.0, 2023-01-07 14:36:21.910
172.0, -29895.659374673294, -28739.15776481125, -33189.59125156298, -25244.52957445736, -30579.6674584946, -28924.409022856835, -36007.16275062117, -30986.84918723693, -25311.54010433437, -4944.5635014252075, -34369.048102980625, -35947.751813858966, -18709.393585848044, -19263.426275661743, -33254.5007174612, -31726.51311475195, -0.266, 0.886, -0.29, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67312018191021E9, 0.0, 2023-01-07 14:36:21.910
174.0, -29896.21816828468, -28727.981892583597, -33210.24426343969, -25208.23034146194, -30563.887126909154, -28894.703554475735, -36003.63117499724, -30933.584980199932, -25323.45358412905, -4922.099998247623, -34377.117082729, -35926.227083948506, -18720.770623775796, -19267.76251408607, -33259.172232052355, -31714.84550414628, -0.266, 0.886, -0.29, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731201819102175E9, 0.0, 2023-01-07 14:36:21.910
176.0, -29902.856636387904, -28747.22674455962, -33204.432809881306, -25272.826882937778, -30573.632487491668, -28949.755901069155, -36030.20739915459, -31007.435143880266, -25302.48764782997, -4925.6092221271065, -34360.0627017096, -35931.390336917684, -18701.257550866314, -19271.428200176742, -33243.593066167006, -31722.0874693498, -0.266, 0.886, -0.29, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673120181910225E9, 0.0, 2023-01-07 14:36:21.910
178.0, -29928.382328555865, -28757.84382317589, -33240.53087717663, -25247.055321580807, -30584.920118441598, -28936.903648007352, -36054.23552444405, -30975.293335353537, -25340.619723870725, -4953.325385251687, -34395.870196327, -35964.35915998926, -18733.66758032651, -19302.608883691893, -33281.56867999658, -31756.12917615523, -0.264, 0.888, -0.28600000000000003, 192.0, 123.5, 96.0, 13.5, 96.0, 123.5, 8.0, 0.0, 0.0, 0.0, 1.6731201819102325E9, 0.0, 2023-01-07 14:36:21.910
180.0, -29913.965453382192, -28753.73110219611, -33213.12763847443, -25282.371077820193, -30573.09604562474, -28964.753921598665, -36041.71854754908, -31021.784963820573, -25332.68485458909, -4938.9308618224695, -34387.2647747117, -35948.19884874807, -18726.626780823088, -19292.81881962047, -33274.3043630486, -31749.110728396266, -0.264, 0.888, -0.28600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67312018191024E9, 0.0, 2023-01-07 14:36:21.910
182.0, -29921.945026152734, -28746.131509081308, -33236.37345270794, -25235.47711795296, -30579.8686241947, -28924.63254030139, -36033.62721605626, -30971.3594283294, -25327.946284764563, -4956.275815519788, -34388.22589972328, -35967.197831535086, -18729.621914580097, -19299.949026101713, -33271.8009676696, -31753.134042398222, -0.264, 0.888, -0.28600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673120181910247E9, 0.0, 2023-01-07 14:36:21.910
184.0, -29899.2580055306, -28734.083918819895, -33196.85556851096, -25253.403217006115, -30558.880336151164, -28940.323464909015, -36006.78277096543, -30991.788922761552, -25321.59838933926, -4920.937707535948, -34377.49706238473, -35922.20376994655, -18715.36150161761, -19276.949081057202, -33244.57654292304, -31712.677384934115, -0.264, 0.888, -0.28600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731201819102552E9, 0.0, 2023-01-07 14:36:21.910
