%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
180.0, -36123.30241481095, -37559.938437931356, -36886.86035714869, -34843.82150695581, -37535.7091469418, -36291.02990520357, -47515.89715670313, -53132.0411720325, -38192.02341938298, -12922.169318457762, -39901.90951846952, -45161.40909927, -25957.013780714726, -26848.624867036924, -44646.983700631106, -42187.1071680912, -0.145, 0.462, -0.009000000000000001, 192.0, 123.0, 120.0, 14.0, 112.0, 127.5, 56.0, 0.0, 0.0, 0.0, 1.6731196015476391E9, 0.0, 2023-01-07 14:26:41.547
182.0, -36267.873497947876, -37708.622242048055, -37006.19632079558, -34972.724017229564, -37665.99746537179, -36416.132618919924, -47636.440114550605, -53239.08367622896, -38087.99840068798, -12819.86538408582, -39799.73969456431, -45049.20334210436, -25858.040256266628, -26743.8622407749, -44535.20262661012, -42074.677893481006, -0.145, 0.462, -0.009000000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476463E9, 0.0, 2023-01-07 14:26:41.547
184.0, -36135.595874261366, -37568.63326652447, -36887.41915076008, -34846.526068034895, -37535.95501613081, -36291.40988485931, -47519.80871198281, -53118.94304978169, -38194.92914616217, -12933.278135452048, -39911.409009863026, -45164.47128826038, -25962.624068573008, -26850.23419263771, -44640.79226741699, -42182.56976396677, -0.145, 0.462, -0.009000000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476522E9, 0.0, 2023-01-07 14:26:41.547
186.0, -36267.91820143678, -37707.19173040292, -37003.40235273867, -34971.76289221799, -37641.03056681521, -36399.48056930072, -47617.06115210785, -53196.66006525279, -38089.78654024441, -12802.878058299788, -39794.017647983754, -45039.99442338877, -25837.029616478638, -26726.941970222233, -44501.71971341607, -42052.5273147258, -0.145, 0.462, -0.009000000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673119601547658E9, 0.0, 2023-01-07 14:26:41.547
188.0, -36164.65314205326, -37600.01511573972, -36930.42390709209, -34888.65910633315, -37556.228048351775, -36311.906434524826, -47538.83004651428, -53112.77396831202, -38232.882408247286, -12958.669717153278, -39955.95603656245, -45199.78704449976, -25986.33926944009, -26884.36530642096, -44647.72130819813, -42202.97690665447, -0.145, 0.462, -0.009000000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476637E9, 0.0, 2023-01-07 14:26:41.547
190.0, -36233.608273697886, -37675.16168059846, -36989.4325124541, -34960.34115080132, -37618.075325259604, -36374.58072597751, -47589.63556166119, -53148.84968386289, -38060.282237563406, -12785.62251158029, -39781.29950538868, -45033.98180413029, -25815.035499934616, -26700.253987342596, -44482.18428876213, -42039.18332328598, -0.21550000000000002, 0.6920000000000001, -0.0125, 192.0, 123.5, 8.0, 14.0, 104.0, 127.5, 64.0, 0.0, 0.0, 0.0, 1.6731196015476692E9, 0.0, 2023-01-07 14:26:41.547
192.0, -36161.70271178517, -37600.685668073376, -36949.78051779038, -34905.51232165245, -37571.181365392375, -36326.300957954045, -47553.76101181043, -53109.89059327729, -38229.12731517879, -12957.99916481962, -39957.118327274125, -45204.52561432429, -25987.680374107407, -26871.289535914606, -44660.99824440459, -42217.97492718398, -0.21550000000000002, 0.6920000000000001, -0.0125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673119601547675E9, 0.0, 2023-01-07 14:26:41.547
194.0, -36200.70650585968, -37640.382366226004, -36973.69688435756, -34935.754231900486, -37595.38830463747, -36350.776118132606, -47568.759032339934, -53113.5339276235, -38037.729327408, -12772.502037585025, -39767.97786569332, -45025.53284472619, -25805.267787607645, -26687.401734280797, -44496.28823951343, -42048.68281467949, -0.21550000000000002, 0.6920000000000001, -0.0125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476809E9, 0.0, 2023-01-07 14:26:41.547
196.0, -36208.3955059523, -37643.176334282914, -36995.37807647921, -34946.706586683584, -37606.45241814285, -36363.561315961044, -47588.696788394074, -53137.4949976796, -38239.74439379507, -12967.431600979759, -39964.91908608903, -45214.159216184526, -25992.62010963203, -26882.733629075723, -44679.93017195823, -42235.16341867011, -0.21550000000000002, 0.6920000000000001, -0.0125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476863E9, 0.0, 2023-01-07 14:26:41.547
198.0, -36192.48106390012, -37628.35712770905, -36960.75522431794, -34913.40248744518, -37576.568135806105, -36333.073536524, -47551.21291294252, -53093.774985525015, -38071.167537113135, -12785.846029024844, -39786.66392405795, -45047.10227812556, -25813.02384293364, -26707.294786846018, -44513.47673099956, -42064.41844277602, -0.21550000000000002, 0.6920000000000001, -0.0125, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731196015476935E9, 0.0, 2023-01-07 14:26:41.547
