%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
254.0, -31186.338506500546, -29496.65838440161, -33441.33894936311, -25684.6130710379, -30536.975626584965, -28628.829554179854, -35349.17209734584, -30092.91351949138, -25472.942051046142, -4173.8530008617645, -33785.39935176365, -35534.40100364697, -18815.720834221942, -18977.905091989647, -32856.61731441227, -31379.658744294495, -0.2, 0.93, -0.156, 192.0, 124.5, 96.0, 14.5, 8.0, 125.5, 16.0, 0.0, 0.0, 0.0, 1.6731202403368044E9, 0.0, 2023-01-07 14:37:20.336
0.0, -31161.617477132975, -29472.78672132334, -33400.547015732176, -25664.720018472675, -30516.36731819717, -28620.984091876042, -35321.143009798885, -30090.700696790303, -25419.119050397763, -4207.35826580027, -33747.848421078736, -35554.18229748992, -18795.11252583415, -18964.51639706092, -32832.946817034106, -31400.289404426745, -0.2, 0.93, -0.156, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368113E9, 0.0, 2023-01-07 14:37:20.336
2.0, -31157.750625342207, -29470.55154687781, -33407.453704768865, -25633.338169257426, -30520.86001883269, -28602.298033511408, -35312.00114631667, -30061.196394109298, -25435.324065127857, -4140.347735923259, -33742.43929892055, -35483.17080535541, -18800.365185781146, -18936.26379206941, -32814.64073832521, -31336.743394940306, -0.2, 0.93, -0.156, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368168E9, 0.0, 2023-01-07 14:37:20.336
4.0, -31155.15782298539, -29469.791587566328, -33388.56648070413, -25646.36923627487, -30504.252672702394, -28624.91799890018, -35326.70859416826, -30096.40039162641, -25404.635119990722, -4171.7966403718765, -33725.58608360125, -35511.713983024834, -18782.75201115036, -18942.566984005807, -32810.50566560098, -31369.98043894535, -0.2, 0.93, -0.156, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368225E9, 0.0, 2023-01-07 14:37:20.336
6.0, -31195.4133147494, -29504.4144397276, -33443.81999299765, -25663.334210316447, -30534.8075073728, -28635.892705427734, -35366.2488301097, -30096.534502093138, -25455.84296653783, -4164.577026912812, -33759.53838342886, -35499.86755846352, -18806.131935850615, -18962.728257504496, -32834.73495659053, -31356.278819594245, -0.2, 0.93, -0.156, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673120240336828E9, 0.0, 2023-01-07 14:37:20.336
8.0, -31169.082959781048, -29481.727419105464, -33408.95127164737, -25673.548957532523, -30522.446992689016, -28638.03847289544, -35346.37812928893, -30117.96982502578, -25431.12193717026, -4194.617771460745, -33751.9164385696, -35535.04920423618, -18805.34962479468, -18979.693231546073, -32838.177125236645, -31387.01246822029, -0.19, 0.93, -0.16, 192.0, 125.0, 8.0, 14.5, 8.0, 125.5, 0.0, 0.0, 0.0, 0.0, 1.6731202403368332E9, 0.0, 2023-01-07 14:37:20.336
10.0, -31179.990611075238, -29487.69533487503, -33440.55663830717, -25665.591736506434, -30544.798737144323, -28624.85094366681, -35346.26637056666, -30084.62102229846, -25453.22781243656, -4174.523553195423, -33762.08648229676, -35515.1337999265, -18822.96279942546, -18971.937176220083, -32839.69704385961, -31365.666552265473, -0.19, 0.93, -0.16, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368387E9, 0.0, 2023-01-07 14:37:20.336
12.0, -31147.53587812613, -29460.426206639557, -33399.5858907206, -25680.299184358024, -30526.17973401305, -28640.698330485622, -35348.702710712285, -30117.254569203207, -25426.495126068014, -4181.094966065284, -33735.44320290604, -35513.0327359477, -18799.918150892037, -18965.142245905667, -32826.66597684217, -31380.21753790588, -0.19, 0.93, -0.16, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368444E9, 0.0, 2023-01-07 14:37:20.336
14.0, -31165.618439390477, -29474.26193645739, -33430.252484113276, -25666.865785940387, -30526.582065413248, -28624.448612266617, -35357.03991139411, -30086.230347899243, -25435.636989550232, -4175.015291573441, -33740.18177273056, -35504.96375619934, -18806.91424690655, -18972.69713553156, -32833.25974145648, -31373.981401202847, -0.19, 0.93, -0.16, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67312024033685E9, 0.0, 2023-01-07 14:37:20.336
16.0, -31132.49315410771, -29448.44567161151, -33381.05629456715, -25665.79290220653, -30499.491751133413, -28627.13082160125, -35324.83104763401, -30105.095220219522, -25412.41352706117, -4167.393346714181, -33720.40047888762, -35499.152302640956, -18789.122258320127, -18963.197644138058, -32820.072212227846, -31371.2544883793, -0.19, 0.93, -0.16, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731202403368556E9, 0.0, 2023-01-07 14:37:20.336
