%OpenBCI Raw EEG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
166.0, -33245.15768827888, -35388.131187931445, -34452.330702821106, -29231.186715505926, -32372.88086091052, -31359.341008584623, -39413.94858526571, -37640.36001448155, -30046.935981146813, -10838.852624756411, -36663.00763642879, -38073.22389760303, -20820.761718840804, -23067.38025753263, -36396.93247043282, -34591.96205043341, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673119973731461E9, 0.0, 2023-01-07 14:32:53.731
168.0, -33242.14020277741, -35383.660839040385, -34438.539676492175, -29200.274252924235, -32385.844872694597, -31324.137011067513, -39378.38695983731, -37607.97233676581, -30083.704600775793, -10819.0042756801, -36680.68786629294, -38036.76820239642, -20835.469166692397, -23050.348228257684, -36397.24539485519, -34541.670625408966, -0.156, 0.9380000000000001, -0.116, 192.0, 125.5, 16.0, 14.5, 40.0, 126.0, 48.0, 0.0, 0.0, 0.0, 1.6731199737314672E9, 0.0, 2023-01-07 14:32:53.731
170.0, -33292.54338652413, -35437.39443271094, -34464.266534360235, -29235.031215552237, -32406.52023631576, -31362.403197575, -39420.96703302467, -37648.54075295219, -30060.90582143138, -10849.872034772878, -36672.9541627114, -38073.31330458085, -20831.155280012525, -23058.685428939516, -36390.003429651675, -34565.788157676245, -0.156, 0.9380000000000001, -0.116, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731199737314727E9, 0.0, 2023-01-07 14:32:53.731
172.0, -33316.996194958236, -35465.33411328007, -34471.329685608114, -29229.68914862742, -32397.08780015562, -31349.57329625765, -39420.29648069102, -37630.815819599135, -30123.28954020614, -10871.91085480581, -36720.07164002319, -38075.70494123756, -20857.1727105585, -23084.99343216341, -36423.44163935681, -34555.81927964917, -0.156, 0.9380000000000001, -0.116, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.673119973731478E9, 0.0, 2023-01-07 14:32:53.731
174.0, -33338.811497546616, -35493.49731129376, -34461.56197328115, -29237.64636965351, -32387.074218639642, -31358.312828339676, -39405.56668109497, -37644.584494183604, -30111.174894711367, -10918.581297228491, -36714.75192484283, -38114.105238211785, -20844.052236563235, -23092.347156089207, -36414.5456450636, -34576.09231187014, -0.156, 0.9380000000000001, -0.116, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731199737314835E9, 0.0, 2023-01-07 14:32:53.731
176.0, -33362.68316062488, -35521.41464011844, -34484.338400881104, -29250.11864305957, -32390.628146008035, -31355.988246916324, -39410.97580325315, -37628.155962008954, -30138.198153757832, -10917.463710005726, -36735.628454164085, -38096.78263625892, -20852.478844222886, -23110.89910398711, -36420.51356083317, -34548.107927812096, -0.156, 0.9380000000000001, -0.116, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731199737314887E9, 0.0, 2023-01-07 14:32:53.731
178.0, -33379.625782922005, -35547.722643342335, -34485.41128461496, -29291.02233541278, -32398.965346689864, -31395.416724135488, -39437.88730357734, -37675.273439320736, -30126.038804774144, -10968.7386117862, -36736.544875686755, -38139.29565421291, -20852.16591980051, -23134.10021473172, -36424.11219169047, -34591.582070777666, -0.148, 0.9420000000000001, -0.114, 192.0, 125.5, 48.0, 14.5, 56.0, 126.0, 56.0, 0.0, 0.0, 0.0, 1.673119973731494E9, 0.0, 2023-01-07 14:32:53.731
180.0, -33395.11554182953, -35567.12395752954, -34518.245997219805, -29312.748231023343, -32422.18880917893, -31403.97744226187, -39452.68415840676, -37672.054788119174, -30164.88613663747, -10978.729841557722, -36771.32419005921, -38151.79027936343, -20876.015231134323, -23160.765845866903, -36456.052834517104, -34611.83275125417, -0.148, 0.9420000000000001, -0.114, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731199737314992E9, 0.0, 2023-01-07 14:32:53.731
182.0, -33387.672410925916, -35563.50297492778, -34497.056543476174, -29335.502306878843, -32420.69124230042, -31431.40303270853, -39450.04665256103, -37702.609622789576, -30140.612142159003, -11000.880420312933, -36756.48263174089, -38177.38302676476, -20865.264042051323, -23175.316831507305, -36453.750604838206, -34649.56249589473, -0.148, 0.9420000000000001, -0.114, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731199737315047E9, 0.0, 2023-01-07 14:32:53.731
184.0, -33381.34686724506, -35556.104547513074, -34508.098305237094, -29308.65786178802, -32409.090686928117, -31402.099895727624, -39434.109858764394, -37660.02954960222, -30142.981427071267, -10995.091318499008, -36759.254248053345, -38161.557991690395, -20873.400077033053, -23183.29640427785, -36453.92941879385, -34636.397318410556, -0.148, 0.9420000000000001, -0.114, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.67311997373151E9, 0.0, 2023-01-07 14:32:53.731
